,age,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_fk_accuracy,skill_long_passing,skill_ball_control,value_eur,league_level
534,34,70,76,76,80,30,72,82,68,73,83,2200000,1
535,30,47,47,43,44,79,81,38,20,51,55,3800000,1
536,34,68,72,80,77,66,71,74,77,79,82,2800000,1
537,32,74,65,77,77,75,71,74,51,77,84,3100000,1
538,29,76,73,77,78,42,61,81,74,75,75,4900000,1
539,33,53,55,63,55,76,81,44,60,68,68,2300000,1
540,30,84,64,73,74,78,82,72,54,70,76,4500000,1
541,33,78,76,76,79,45,71,81,70,74,80,3000000,1
542,31,68,77,74,74,41,61,73,68,75,75,4700000,2
543,34,53,43,52,51,77,79,44,39,61,60,1600000,1
544,30,72,71,78,81,27,55,82,76,78,83,4500000,1
545,34,46,60,61,50,80,78,45,76,77,48,1600000,1
546,32,77,68,70,71,77,85,71,55,79,73,2800000,1
547,34,69,43,57,60,80,78,57,39,58,60,1600000,1
548,29,73,76,80,77,61,73,75,85,82,82,4900000,1
549,30,61,53,63,55,75,82,49,61,71,61,3800000,1
551,30,68,59,76,76,74,71,74,69,78,79,3600000,1
552,29,93,74,66,77,34,68,75,54,59,76,5500000,1
554,29,66,68,77,76,73,75,75,58,78,79,4900000,1
555,32,66,79,59,69,32,73,69,63,43,71,4300000,1
556,29,79,70,78,76,59,71,75,76,77,78,4900000,1
557,31,80,75,73,82,38,64,83,69,66,81,4100000,1
558,29,74,87,76,77,38,69,78,75,65,79,4900000,1
560,27,68,71,80,78,55,67,79,81,77,82,6000000,1
561,33,72,77,74,79,34,67,79,76,73,80,3000000,1
562,28,61,54,74,67,74,79,64,70,77,75,4300000,1
563,29,48,60,57,54,78,77,48,39,66,62,4200000,1
564,30,73,65,70,72,78,79,69,55,70,74,3600000,1
565,29,49,78,83,74,65,73,75,90,79,77,4900000,1
566,27,68,68,77,76,74,70,75,73,80,79,4700000,1
567,28,62,63,76,77,71,74,73,65,79,83,5000000,1
568,33,49,69,84,73,52,68,75,85,88,79,3000000,1
569,31,71,83,67,76,29,68,75,68,63,80,4700000,1
570,27,60,75,61,72,44,74,69,47,60,83,6000000,1
571,29,42,48,66,58,78,78,54,64,70,63,4200000,1
572,29,54,60,71,64,79,77,60,53,76,69,3900000,1
574,30,82,71,74,81,49,74,82,66,69,78,5000000,1
575,28,56,76,57,66,34,79,63,39,59,74,6000000,1
576,28,80,69,73,73,75,78,75,58,71,76,4600000,1
577,27,78,55,60,66,81,78,65,41,63,65,4900000,1
579,26,75,74,76,82,38,65,84,76,72,81,6000000,1
580,28,86,66,72,78,66,72,75,61,69,78,5000000,1
581,30,76,81,63,73,31,65,73,68,51,75,5000000,1
583,28,72,50,75,79,75,67,78,64,73,79,4600000,1
585,26,79,55,64,66,78,85,64,31,63,66,5500000,1
586,28,82,52,73,74,77,82,75,57,73,73,4600000,1
587,28,70,75,76,75,35,64,74,77,73,77,6000000,1
588,28,67,65,83,77,59,66,74,78,84,82,5000000,1
589,28,78,64,74,79,74,78,82,70,76,79,4600000,1
590,27,84,58,71,72,75,73,71,44,71,72,4900000,1
591,27,76,75,71,75,43,75,75,74,63,75,6000000,1
593,28,52,65,66,66,77,85,64,31,71,74,4300000,1
594,27,73,77,63,74,33,69,71,46,50,78,6000000,1
595,28,72,69,75,77,54,58,75,60,79,83,5000000,1
596,23,81,72,72,85,25,45,86,66,72,84,5500000,1
597,27,66,40,62,66,78,71,62,44,71,73,4900000,1
598,28,67,27,49,52,78,82,42,35,56,66,4600000,1
599,28,84,63,78,76,73,73,74,58,76,76,4600000,1
600,30,87,65,72,80,42,61,80,63,65,79,4500000,1
601,27,72,36,53,49,81,80,45,29,64,51,4900000,1
602,26,66,70,82,74,63,69,72,77,82,80,6000000,1
603,30,59,47,59,52,79,80,42,45,72,65,3800000,1
604,28,73,76,63,79,30,76,78,54,49,81,6000000,1
605,26,80,65,78,85,25,42,86,78,68,83,6500000,1
606,30,84,78,69,80,29,71,81,56,54,80,5000000,1
607,25,78,72,71,73,78,79,74,72,67,73,5000000,1
610,27,78,76,57,76,29,68,76,41,41,79,6000000,1
611,26,57,37,52,60,79,76,58,38,57,69,5500000,1
612,26,74,77,65,71,32,72,69,55,54,74,6500000,1
613,25,73,78,61,67,49,85,66,41,53,73,6500000,1
614,30,73,68,73,76,76,77,76,63,73,75,3800000,1
615,27,88,70,72,81,35,73,83,67,70,77,5500000,1
616,29,74,72,75,73,71,79,72,54,77,77,4900000,1
617,26,73,45,53,53,82,78,48,40,61,58,5500000,1
618,26,88,72,70,82,48,68,81,60,66,80,6000000,1
619,26,57,58,65,68,78,74,65,54,73,75,5000000,1
620,26,85,63,71,75,73,75,74,21,70,77,5500000,1
621,25,79,74,75,80,42,74,82,74,62,82,6000000,1
622,26,75,77,71,75,37,80,76,55,72,77,6500000,1
623,24,77,61,75,85,39,58,86,72,71,84,5500000,1
624,24,68,80,77,73,51,66,72,84,70,78,6000000,1
625,24,70,58,76,78,66,60,76,49,76,78,5500000,1
626,26,80,74,77,74,47,70,73,75,76,78,6500000,1
627,25,70,78,72,73,59,76,72,68,77,77,6500000,1
628,24,73,50,58,66,77,80,65,32,70,69,4900000,1
629,23,66,71,81,79,53,71,80,82,80,82,5500000,1
630,23,72,72,77,79,59,70,78,74,78,79,5500000,1
631,25,80,72,74,70,74,77,69,56,70,74,5000000,1
632,24,91,63,71,72,76,80,73,72,66,72,4900000,1
633,27,80,74,73,77,65,69,78,63,72,76,5500000,1
634,23,83,56,71,77,76,77,73,50,68,80,4400000,1
635,26,78,46,72,73,74,77,70,30,75,79,5500000,1
636,23,69,70,79,80,29,52,81,80,71,82,5500000,1
637,24,72,70,78,74,73,76,73,75,77,77,4700000,1
639,25,52,47,61,56,78,83,58,73,67,60,5000000,1
640,22,68,56,61,54,80,76,41,46,65,63,3800000,1
641,27,66,43,68,56,75,74,45,55,70,67,4700000,1
642,24,78,51,72,73,75,73,71,40,74,76,4900000,1
643,29,75,67,76,83,60,61,83,60,73,79,4900000,1
644,23,82,68,77,79,64,74,80,54,75,80,5000000,1
645,23,78,76,59,74,30,68,71,51,39,77,5500000,1
646,28,77,75,65,79,40,72,79,49,58,76,6000000,1
647,23,88,49,72,75,73,76,72,54,74,79,4400000,1
648,23,84,60,72,86,40,61,86,64,70,85,5000000,1
649,21,77,75,76,78,49,70,77,75,78,78,5000000,1
650,22,74,50,67,64,80,75,60,40,75,70,3800000,1
651,21,83,63,70,75,76,83,73,29,68,76,3800000,1
652,25,73,45,52,47,76,84,33,59,67,66,5000000,1
653,21,80,77,67,78,36,68,79,50,62,78,5000000,1
654,21,92,68,65,84,27,50,84,62,53,81,5000000,1
655,22,80,74,76,77,76,76,78,75,76,79,3800000,1
656,23,81,75,76,82,31,60,81,76,62,83,5500000,1
657,27,75,74,74,82,39,66,84,82,67,79,5500000,1
658,24,77,71,76,79,26,71,80,61,75,83,5500000,1
659,24,80,78,75,79,29,55,79,83,72,80,6000000,1
660,23,77,61,73,76,75,75,74,59,74,77,4100000,1
662,24,77,74,75,79,44,77,82,77,67,80,5500000,1
663,21,78,75,53,75,29,66,78,43,36,78,5000000,1
664,23,72,70,76,79,67,63,78,67,77,79,5000000,1
665,23,75,74,76,80,40,61,81,74,72,81,5500000,1
666,23,88,71,69,81,29,62,83,48,60,78,5500000,1
667,22,91,68,66,83,28,67,83,44,63,82,4500000,1
668,23,68,56,69,74,75,76,76,50,72,77,4100000,1
669,21,83,73,74,79,32,63,81,53,74,76,4500000,1
670,21,74,30,53,48,80,75,30,31,63,66,3800000,1
671,24,86,77,69,83,31,65,83,67,63,82,6000000,1
672,20,62,57,63,65,80,76,62,42,68,71,3800000,1
673,20,75,76,78,78,37,57,78,90,75,77,5000000,1
677,23,76,71,78,81,40,52,81,82,74,80,5500000,1
678,21,89,67,70,81,34,44,82,55,64,77,4500000,1
682,30,87,71,71,76,71,80,73,78,74,78,3800000,1
683,33,58,65,70,73,79,76,72,65,67,73,2100000,2
684,32,51,80,70,67,33,79,64,80,71,76,4300000,1
685,33,70,76,72,73,65,79,74,50,64,74,3600000,1
687,34,68,71,78,79,51,68,81,78,80,81,2800000,1
689,32,49,74,63,66,33,76,64,51,41,75,4300000,1
690,35,61,52,70,50,75,72,43,76,79,56,825000,1
691,30,68,77,79,76,35,67,77,83,78,79,4500000,1
692,31,53,55,64,51,76,76,46,59,66,63,3400000,1
694,32,70,75,65,67,34,82,67,35,53,71,4300000,1
695,30,67,56,66,55,75,75,43,72,71,66,3800000,1
696,34,66,67,78,75,72,74,73,70,77,78,2200000,1
697,29,76,69,76,80,49,62,81,73,67,79,4900000,1
698,31,54,67,81,75,66,71,73,79,85,81,3200000,1
699,32,68,48,67,65,78,77,61,61,74,70,3100000,1
700,33,73,71,80,77,44,65,74,79,80,84,3000000,1
703,31,80,74,73,73,35,75,70,78,69,78,4700000,1
704,28,67,76,72,79,32,68,79,75,68,80,6000000,1
705,31,60,80,76,72,53,75,73,71,76,78,4700000,1
706,30,77,72,60,72,49,79,69,53,46,74,5000000,1
707,30,81,75,60,76,34,73,79,55,48,75,5000000,1
708,29,70,74,73,74,74,83,73,67,79,77,3900000,1
709,27,66,44,51,62,76,80,57,43,57,66,4900000,1
711,31,74,77,74,81,30,62,84,63,69,81,4700000,1
712,29,75,71,53,69,31,74,61,41,40,75,5500000,1
713,29,79,64,70,74,75,74,77,53,69,72,4200000,1
714,29,51,53,48,39,77,86,30,60,67,53,4200000,1
715,31,44,26,50,42,79,80,34,22,60,54,3400000,1
716,28,75,64,75,73,71,72,71,73,78,75,5000000,1
717,33,70,75,74,79,32,63,79,81,72,83,3600000,1
718,32,73,76,55,73,32,72,75,58,52,73,4300000,1
721,26,89,69,71,82,25,50,82,69,68,78,6000000,1
722,29,85,68,72,78,74,74,78,57,67,77,4200000,1
723,28,77,43,62,68,75,64,63,40,67,74,4600000,1
729,31,73,63,76,71,76,63,68,75,70,75,3400000,1
730,32,77,72,74,74,72,81,72,54,75,77,3100000,1
732,30,82,59,73,74,74,84,76,59,67,71,3800000,1
733,29,74,64,78,76,66,74,75,68,78,76,4900000,1
734,27,77,79,69,83,37,66,83,78,60,81,6000000,1
735,30,66,46,56,60,77,77,57,42,54,64,3800000,1
736,24,73,66,73,74,67,78,74,65,75,76,5500000,1
737,29,60,59,70,69,72,84,69,47,72,76,3900000,1
738,29,66,77,78,79,36,62,82,82,77,81,4900000,1
739,28,83,74,76,80,40,56,80,74,73,82,5000000,1
740,30,77,75,68,74,37,80,72,62,62,76,5000000,1
741,33,62,73,77,81,63,65,81,69,72,80,3000000,1
742,27,73,58,60,59,76,78,55,62,73,63,4900000,1
744,27,77,73,66,77,49,79,77,37,62,78,6000000,1
745,28,75,71,72,80,71,81,83,57,71,81,5000000,1
746,28,87,67,74,78,40,54,80,56,68,74,5000000,1
747,30,69,77,52,77,35,70,72,52,41,83,5000000,1
748,29,76,70,77,80,73,72,79,68,76,80,4200000,1
749,27,77,55,76,76,74,77,76,74,74,78,4900000,1
750,27,71,76,58,72,31,74,69,30,56,74,6000000,1
751,29,75,51,69,69,72,78,64,56,69,77,4200000,1
752,27,65,61,68,70,75,80,67,54,74,74,4700000,1
753,28,67,58,77,72,73,63,68,66,80,77,5000000,1
754,28,83,71,72,78,31,63,79,54,71,77,5000000,1
755,30,76,76,77,75,70,78,75,75,78,77,4500000,1
756,27,77,60,72,71,76,67,66,70,70,74,4900000,1
757,29,73,71,76,78,46,63,78,76,78,78,5500000,1
758,28,61,43,51,53,77,80,53,34,52,59,4600000,1
759,26,60,67,78,70,74,74,71,70,80,75,6000000,1
760,24,67,68,77,77,56,61,75,74,78,83,5500000,1
761,27,64,65,73,77,48,60,76,59,65,78,6000000,1
762,26,65,68,74,75,71,73,74,68,75,78,6000000,1
763,26,87,62,66,85,41,50,85,62,64,83,6000000,1
764,25,82,72,78,78,72,77,78,80,77,78,5000000,1
765,27,83,68,75,82,70,65,81,74,70,81,5500000,1
766,27,91,62,70,82,31,63,86,51,60,77,5500000,1
767,28,67,77,77,78,52,60,76,82,72,82,6000000,1
768,28,71,47,70,66,77,78,67,46,71,71,4600000,1
769,28,67,49,67,70,76,74,67,44,77,76,4600000,1
770,25,74,69,70,74,76,76,73,72,72,75,4900000,1
772,29,77,75,75,78,46,68,79,68,76,77,4900000,1
773,26,84,71,73,76,42,65,76,62,69,77,6000000,1
774,28,80,45,43,40,78,74,35,32,48,43,4600000,1
775,26,69,39,71,68,77,73,63,54,76,74,5500000,1
776,26,75,72,76,78,41,60,76,82,70,83,6500000,1
777,34,60,37,51,50,80,69,47,38,52,53,1600000,1
778,28,78,52,71,73,74,72,72,58,60,76,4600000,1
779,27,79,76,73,74,40,76,76,51,68,72,5500000,1
780,29,75,77,67,74,31,67,72,58,59,74,5500000,1
781,26,89,74,71,76,35,60,77,54,68,74,6500000,1
782,26,74,77,71,78,38,52,78,62,65,79,6500000,1
783,28,66,62,71,68,74,82,62,72,74,73,4300000,1
784,27,84,67,74,73,73,74,70,79,75,76,4900000,1
785,28,52,54,57,51,78,85,50,60,57,58,4600000,1
786,27,54,58,75,66,69,77,61,64,81,75,4700000,2
787,27,67,61,68,73,76,80,73,52,69,73,4700000,1
788,25,76,39,57,63,75,80,62,27,63,63,5000000,1
789,25,76,74,73,80,55,64,82,72,69,77,6500000,1
791,28,64,57,69,70,72,87,69,57,77,75,4300000,1
792,23,71,71,74,75,73,77,76,46,77,76,5000000,1
793,25,78,75,69,81,39,70,84,43,67,81,6000000,1
794,26,88,62,71,84,36,50,86,63,57,77,6000000,1
795,28,76,79,63,74,36,63,74,65,47,75,6000000,1
796,27,91,70,79,85,28,52,84,84,67,86,6000000,1
797,25,91,77,70,79,32,56,77,74,69,75,6000000,1
798,26,67,74,59,73,38,79,74,41,47,75,6500000,1
799,26,58,53,71,67,74,75,67,56,78,73,5000000,1
800,24,75,74,71,73,74,81,72,43,75,76,5500000,1
801,26,72,60,72,70,74,78,68,40,75,73,5500000,1
802,25,83,77,59,72,38,73,73,48,46,67,6500000,1
803,27,64,45,54,65,79,78,64,29,58,70,4900000,1
804,25,68,51,55,57,78,77,54,44,55,60,5000000,1
805,29,73,67,79,76,74,76,75,81,78,81,3900000,1
806,27,72,55,67,68,76,82,69,49,73,73,4700000,1
807,26,81,57,73,76,71,70,75,63,74,75,6000000,1
808,28,75,78,77,77,30,63,77,73,79,81,6000000,1
809,26,79,76,73,80,29,56,81,69,67,80,6500000,1
810,25,65,29,55,44,78,76,32,24,58,61,5000000,2
811,26,61,77,59,68,29,83,70,47,60,73,6500000,1
812,23,91,64,72,73,65,76,69,56,73,73,5000000,1
813,25,67,42,48,55,80,73,49,35,59,59,5000000,1
814,23,75,76,70,80,38,72,81,61,63,78,5500000,1
815,25,60,77,50,59,38,74,53,31,45,69,6500000,1
816,25,66,52,67,64,79,81,61,53,78,68,4900000,1
817,24,71,66,76,78,66,66,77,74,77,78,5500000,1
818,26,76,62,70,75,74,72,74,43,69,76,5500000,1
819,26,78,74,67,75,44,82,75,40,62,76,6500000,1
820,24,78,28,54,60,80,74,59,21,55,63,4900000,1
821,25,66,31,62,61,76,79,59,36,65,64,5000000,1
822,24,72,42,66,68,78,71,62,49,69,73,4900000,1
823,22,80,74,72,81,35,61,82,79,70,83,4500000,1
824,26,71,77,58,69,39,81,72,54,50,66,6500000,1
825,26,76,77,75,80,37,64,78,74,69,83,6500000,1
826,28,82,61,67,72,75,81,71,50,76,73,4300000,1
827,29,69,75,77,75,30,50,74,74,79,78,5500000,1
828,30,86,76,60,70,32,71,68,45,53,70,5000000,1
829,27,71,43,62,65,76,79,66,22,71,68,4900000,1
831,26,82,74,72,81,30,59,81,75,64,79,6500000,1
832,26,80,44,62,70,75,84,76,29,63,71,5500000,1
833,23,79,27,45,58,78,80,54,25,61,60,4400000,1
834,24,70,54,67,72,75,75,69,42,72,75,4700000,1
835,22,75,31,55,60,77,78,55,24,65,65,3800000,1
836,23,81,56,65,68,78,76,63,38,65,73,4400000,1
837,26,76,65,61,67,78,86,61,63,66,73,5000000,1
838,27,83,63,73,78,69,72,78,41,75,78,5500000,1
839,24,75,59,74,79,26,57,77,55,71,82,5500000,1
840,23,83,68,72,81,66,62,82,52,72,80,5500000,1
841,27,87,54,72,75,72,69,70,51,69,74,5500000,1
844,26,83,70,71,81,32,70,83,60,60,78,6000000,1
845,24,82,73,72,79,32,56,78,77,68,79,6000000,1
847,23,91,68,71,79,31,57,81,50,63,72,5000000,1
848,24,66,69,74,74,75,80,73,60,73,78,4700000,1
849,23,70,45,62,63,80,69,59,44,72,67,4400000,1
850,23,66,59,66,69,75,76,64,58,74,75,4100000,1
851,25,51,39,49,40,78,78,32,22,55,47,5000000,1
852,26,72,67,79,78,68,71,77,81,82,80,5000000,1
853,22,85,77,56,71,30,70,69,39,42,74,5000000,1
854,23,68,64,76,75,65,72,70,69,78,80,5000000,1
856,21,49,62,76,74,65,73,76,66,79,76,4500000,1
857,21,77,71,74,75,62,74,74,62,76,79,4500000,1
858,21,86,78,67,77,29,58,79,69,55,75,4500000,1
859,22,66,66,71,69,73,79,68,67,82,72,3600000,1
860,20,80,51,71,72,74,73,69,36,66,76,3800000,1
861,30,79,76,67,73,36,66,76,75,66,69,5000000,1
862,26,72,74,79,76,39,65,79,79,79,84,6500000,1
863,22,82,67,71,76,74,73,75,67,68,75,3800000,1
864,25,50,61,76,76,69,67,77,66,81,79,6000000,1
865,21,79,75,51,71,30,69,68,44,39,74,5000000,1
866,21,79,63,73,74,75,73,72,52,68,77,3800000,1
867,20,65,65,77,73,73,77,70,74,81,76,3600000,1
868,21,87,73,71,83,27,55,84,70,69,85,4500000,1
869,22,78,66,71,69,77,78,63,71,68,73,3600000,1
870,20,75,72,74,81,29,59,83,69,69,86,4500000,1
871,21,73,73,76,76,32,63,76,72,75,77,5000000,1
872,23,80,75,72,77,64,69,75,57,71,78,5500000,1
873,21,66,62,79,77,57,60,75,76,85,81,4500000,1
874,22,79,66,79,78,69,67,76,75,78,82,3600000,1
875,20,74,54,59,63,77,77,60,44,61,68,3800000,1
876,22,92,66,71,80,31,55,80,43,69,75,4500000,1
877,24,81,65,59,66,77,74,65,24,71,67,4900000,1
878,21,84,44,71,70,74,77,65,37,69,75,3800000,1
880,19,57,33,50,51,78,76,41,28,64,66,3400000,1
881,22,93,65,70,83,48,64,85,67,66,81,4500000,1
882,28,71,74,58,69,31,74,67,34,62,74,6000000,1
883,19,84,74,67,80,29,65,82,67,57,80,4700000,1
884,19,91,67,70,82,28,63,82,72,66,77,4100000,1
885,19,79,69,77,79,59,62,79,67,77,79,4700000,1
886,28,76,68,77,76,65,76,73,68,77,80,5000000,1
888,22,66,32,50,54,78,79,48,27,58,62,3800000,1
889,19,88,70,69,80,31,71,82,59,65,80,4100000,1
891,33,52,32,57,54,78,72,45,34,57,67,1500000,1
892,34,60,29,54,58,77,73,55,24,59,63,1000000,1
893,31,71,72,60,72,34,74,70,53,49,75,3100000,1
894,34,57,66,84,79,63,60,75,77,89,85,850000,1
895,33,54,42,53,51,79,72,45,33,67,55,1500000,1
896,31,64,68,70,70,74,77,69,57,73,77,2100000,1
897,33,54,36,54,55,78,72,49,37,59,64,1500000,1
899,30,57,63,78,73,71,66,70,72,78,76,2900000,1
900,34,51,55,51,49,78,73,44,69,59,54,1000000,1
901,33,53,75,68,68,31,69,68,49,62,78,2300000,1
902,32,52,77,73,70,63,81,69,65,75,74,2800000,1
903,30,67,54,65,57,76,78,54,38,72,63,2500000,1
904,27,46,70,81,67,72,73,65,73,88,81,3700000,1
905,29,83,65,69,80,35,63,82,27,71,77,3200000,1
906,30,70,76,76,77,30,67,76,72,73,75,3300000,1
908,30,80,72,75,80,57,61,82,77,67,80,2900000,1
909,32,54,57,78,73,49,59,72,70,82,78,2400000,1
910,31,77,71,63,78,34,68,77,64,45,78,3100000,1
911,31,76,57,71,73,74,70,72,44,76,73,2300000,1
912,29,67,68,77,75,66,72,74,72,83,78,3200000,1
913,35,44,45,51,41,78,79,35,54,53,44,550000,1
914,35,53,58,68,63,78,72,58,73,70,68,375000,1
916,31,58,70,67,70,75,77,67,60,70,76,2100000,1
917,31,83,68,67,79,72,74,80,30,64,78,2300000,1
918,30,68,75,71,72,49,74,71,66,68,77,3300000,1
919,31,59,71,71,69,75,75,66,57,72,72,2100000,1
920,30,55,39,54,51,75,83,42,42,69,61,2500000,2
921,30,51,68,80,71,69,70,70,74,80,75,2900000,1
922,30,64,45,46,44,75,82,37,59,63,51,2500000,1
923,29,74,66,76,75,51,54,76,74,76,74,3200000,1
924,29,67,75,76,74,47,63,73,74,76,76,3600000,1
925,31,60,70,77,72,68,81,72,75,75,73,2100000,1
926,30,56,67,75,67,82,75,64,46,78,74,2900000,1
928,34,48,42,54,47,76,72,41,70,61,52,1000000,1
929,31,68,52,76,78,68,66,75,57,78,80,2700000,1
931,34,54,32,62,58,78,69,51,41,63,67,1000000,1
933,33,73,69,76,79,46,59,79,74,74,80,2300000,1
934,33,55,54,51,60,77,74,56,52,65,67,1500000,1
935,30,73,72,79,81,49,63,80,78,80,82,2900000,1
936,33,47,45,52,54,77,71,51,71,59,57,1500000,1
937,30,65,50,59,65,76,77,65,58,67,65,2500000,1
938,32,41,44,52,53,77,78,50,36,64,60,2000000,1
939,29,70,68,72,75,38,66,77,60,67,78,3600000,1
940,30,78,75,64,73,30,60,73,60,53,76,3300000,1
941,29,70,40,52,50,75,78,42,48,52,53,2700000,2
943,33,75,71,76,77,27,58,75,75,74,78,2000000,1
944,30,88,68,73,73,43,67,71,50,73,73,3300000,1
946,32,71,67,73,80,46,51,80,66,65,81,2800000,2
947,32,87,78,70,75,40,72,73,69,61,75,2800000,1
948,30,77,54,72,70,73,74,69,66,74,72,2500000,1
949,30,74,62,71,70,74,71,66,71,73,73,2500000,1
950,28,78,68,71,72,73,81,71,58,73,73,2800000,2
951,30,57,35,54,43,77,75,34,42,62,60,2500000,1
952,27,53,64,75,71,69,74,69,68,76,76,3700000,1
953,30,72,75,68,76,33,69,77,65,65,75,3300000,1
954,31,65,58,74,72,76,76,72,56,70,74,2300000,1
955,30,70,68,75,73,74,75,73,69,77,74,2500000,1
957,28,69,67,75,81,47,68,82,77,71,84,3800000,1
959,34,57,77,80,76,34,59,73,90,78,84,1500000,1
960,29,76,71,72,74,72,80,72,59,73,74,3200000,1
961,28,75,72,70,78,36,62,78,62,67,79,3800000,1
962,28,55,33,51,47,76,76,38,52,50,59,3000000,1
963,28,75,78,76,82,29,52,86,77,72,78,3400000,1
964,30,60,54,68,68,72,85,64,44,72,73,2300000,1
965,31,69,67,76,75,53,65,72,82,78,77,2700000,1
966,31,71,49,69,67,75,78,64,51,65,72,2300000,1
967,30,86,59,73,77,70,80,78,56,73,76,2500000,1
968,27,79,70,76,76,37,66,75,66,78,79,4000000,1
969,31,64,37,60,56,80,71,41,41,61,78,2300000,1
970,29,75,37,49,53,76,78,42,24,54,64,2700000,1
972,27,83,35,60,60,75,77,57,50,56,66,3200000,1
974,28,70,59,67,64,73,83,58,56,68,75,2800000,1
975,28,84,71,72,82,45,65,83,84,62,81,3800000,1
976,28,63,65,71,67,74,78,64,70,72,73,2800000,1
977,28,75,74,73,79,34,59,80,72,70,81,3800000,1
978,30,49,44,46,46,80,70,39,42,54,53,2500000,1
979,29,77,67,72,73,73,74,73,65,73,73,2700000,1
980,26,62,75,64,69,34,73,68,40,55,76,4300000,1
981,29,72,68,78,76,55,66,76,69,74,79,3200000,1
982,28,79,76,71,73,34,79,72,55,64,76,3800000,1
983,26,54,64,73,66,73,78,64,76,79,74,3300000,1
984,33,53,65,75,67,66,73,63,81,80,76,2000000,2
985,27,84,74,59,73,36,80,71,36,48,74,4000000,1
986,27,91,74,69,78,30,61,77,57,56,76,3700000,1
987,26,69,57,66,66,76,80,61,57,73,73,3300000,1
988,25,56,52,67,71,74,73,70,23,77,74,3200000,1
989,24,85,76,68,76,34,68,78,28,65,74,3700000,1
991,30,59,34,51,61,75,76,58,31,53,64,2500000,1
992,29,78,76,75,77,29,67,75,77,67,79,3600000,1
993,28,77,52,69,74,73,74,70,37,72,81,3000000,1
995,27,78,67,75,77,66,79,74,68,75,78,3700000,1
996,27,63,65,76,75,47,60,79,54,73,76,4000000,1
997,25,77,70,75,73,70,73,72,80,71,74,3800000,1
999,26,66,75,75,71,57,68,69,70,82,72,3900000,1
1000,23,84,69,68,80,37,69,83,60,64,78,3300000,1
1001,26,79,68,75,78,66,73,76,73,74,77,3900000,1
1002,25,74,76,65,69,40,84,69,67,52,71,4200000,1
1003,30,34,47,47,37,77,82,32,31,56,47,2500000,1
1004,27,74,68,77,75,38,69,75,78,74,81,3700000,1
1005,25,74,52,49,49,78,78,42,37,62,56,3400000,1
1007,27,74,54,68,67,77,72,68,39,66,67,3200000,1
1009,29,70,76,76,77,57,69,83,86,78,78,3200000,1
1010,29,79,73,56,69,29,71,65,45,39,73,3600000,1
1011,27,53,34,48,42,77,79,29,38,50,56,3200000,1
1012,27,72,40,44,43,77,78,40,30,55,50,3200000,1
1013,26,68,65,77,73,73,76,71,71,74,75,3900000,1
1014,28,67,51,61,55,78,78,43,29,59,68,3000000,1
1015,27,78,70,73,75,49,61,73,70,70,77,4000000,1
1016,27,82,75,69,78,28,57,77,67,54,78,4000000,1
1017,26,73,60,71,67,75,78,62,52,72,73,3300000,1
1019,28,71,57,71,74,75,73,73,72,75,75,2800000,1
1020,24,73,76,55,66,34,74,67,52,43,68,4000000,1
1021,29,58,66,66,61,77,81,54,70,67,70,2600000,1
1022,30,78,47,66,68,74,78,66,37,68,68,2500000,1
1023,24,68,51,69,65,78,78,62,64,75,69,3100000,1
1024,29,72,74,63,75,46,73,74,49,50,77,3600000,1
1025,25,67,61,67,68,77,78,67,56,72,73,3200000,1
1026,24,77,73,71,75,71,85,78,73,69,74,3700000,1
1027,25,73,38,64,66,77,69,62,36,60,74,3400000,1
1028,24,79,68,69,81,64,71,82,47,75,76,3700000,1
1029,24,75,67,78,74,36,47,70,73,77,75,3700000,1
1031,25,54,44,60,60,76,78,55,42,79,67,3400000,1
1032,24,85,67,71,79,30,69,79,75,63,77,3700000,1
1033,26,66,39,61,59,76,76,49,37,74,69,3500000,1
1034,24,70,33,50,50,74,79,40,25,58,60,3200000,1
1035,27,75,72,74,77,64,75,78,72,74,80,3700000,1
1037,34,67,72,76,75,40,68,74,73,75,75,1800000,1
1039,23,79,74,69,76,31,69,76,60,61,76,3700000,1
1040,25,74,75,62,72,30,75,74,48,55,77,4200000,1
1041,26,63,74,58,70,42,80,64,54,36,79,4300000,1
1042,24,77,72,55,70,29,79,64,46,34,76,4000000,1
1043,27,69,71,71,74,72,69,72,56,73,80,3100000,1
1044,26,86,71,68,84,42,57,86,70,61,81,4300000,1
1045,27,85,75,70,79,31,58,82,62,67,75,3700000,1
1046,24,93,70,68,73,31,71,76,37,71,66,3700000,1
1047,25,80,69,71,75,73,77,76,80,66,73,3400000,1
1048,24,76,62,68,73,74,79,73,55,67,75,3200000,1
1049,26,66,47,53,56,74,83,55,21,60,56,3500000,1
1050,26,89,73,71,83,26,54,81,75,58,83,4300000,1
1051,25,77,69,75,74,62,70,74,68,74,75,3800000,1
1052,23,70,65,69,71,73,80,70,37,74,74,3300000,1
1053,23,68,68,69,72,75,88,73,56,70,69,2700000,1
1055,28,59,38,53,51,77,75,46,56,63,57,3000000,1
1056,26,62,62,76,73,67,73,74,73,76,77,3900000,1
1058,25,71,53,71,71,73,77,73,69,75,72,3400000,1
1059,26,81,71,70,77,44,65,78,69,64,75,3900000,2
1060,23,69,57,75,71,69,62,64,69,80,78,2700000,1
1061,23,78,57,71,74,74,77,78,42,71,74,2900000,1
